6691766,49767491,5,4,4,4,12-05,受朋友之邀前来参观，第一次参观航空航天博物馆，倍感兴奋呐。
6691766,257420451,5,3,3,3,04-22,大型博物馆：以展览为主要活动方式。如美国华盛顿的国家航空航天博物馆，在近20个展厅中展出从古代飞行器到现代飞船近 300件真实飞行器。近年来也作为中学校外教育阵地，向中学发“教育指南”和组织中学生来上现场课。
6691766,1745983,5,4,4,4,04-11,非常好，值得带孩子多去，位置也离地铁口很近。
6691766,765522537,5,4,4,4,03-02,北京航空航天大学航空航天博物馆的前身是北京航空馆，成立于1985年，是在北航飞机结构陈列室、飞机机库基础上扩建而成，是我国首个航空航天科学技术的综合科技馆。博物馆经近4年原址新建并扩充展品，是航空航天科普与文化、北航精神以及青少年爱国主义、国防教育的重要基地。电子门票需提前在网上预定，现场凭预约取票。
6691766,775709843,4,3,3,2,02-28,航空航天博物馆在北京航空航天大学里 做地铁10号线西土城 或者开车四环边
6691766,4245213,4,3,3,3,02-06,北京航空馆时期
6691766,4691276,5,3,4,3,01-19,航空航天博物馆位于航空航天大学校园内，对外仅仅在周二周六上午开放，还需要提前在北航博物馆网站上预约，前不久带孙子去参观了一次，获得了很多航空航天方面的知识，对各式各样的飞行器有了感性的认识，对飞行器发展的历史和现状有了大概的了解，还买了一套自己动手组装的太阳能机器人，孙子说，玩得很开心。
6691766,163601900,5,4,4,4,01-18,还可以吧，带孩子来玩的。位置好找
6691766,139691335,3,2,2,2,01-05  更新于16-01-06 09:42,对外周二周六上午开放，需提前在北航博物馆网上预约。展馆不大，藏品也不是太丰富，陈列布置有点杂乱，不讲究！作为教学足够了，但对外展出，陈列布展的水平还是应该提高点！一层展厅有飞机实物展品，二层，有很多飞机模型！值得一提的是，博物馆对飞机实物和模型的介绍很详尽！10号线地铁，西土城站下，学院路一直向北，进北航大门，不远就是博物馆了！
6691766,8529676,3,2,2,2,15-12-20,周日不开放，地图上的位置不对，就在北航主楼斜对面。需要提前在博物馆网站预约，每天300人。
6691766,180147282,2,3,1,1,15-12-17,相比于各种在城内热门的景点，航天博物馆的基础设施和交通真是差太多。大夏天去也没有遮阴的地方，在很郊区地方，自己开车去才方便些。里面有各个型号飞机，算是很全面了。馆内还开放一架毛泽东座机，十块钱上去参观。馆内周末开放部队餐，三十块钱每人，目测很不好吃。
6691766,29034693,4,3,3,3,15-12-08,在这里上过选修课~ 感觉周末的校园各位的安静~人也不多~
6691766,189588622,5,4,4,4,15-12-01  更新于12-07 10:13,在北航学习了近七年时间，马上就要毕业了，写点东西留下来纪念一下，新校区在沙河，去得不多，远离城市，是一个适合新生学习的地方，新的国家实验室特别气派，环境也不错，这里主要写学院路校区。
6691766,22325045,5,4,4,4,15-12-06,上一次来北京没看成，不知道还要预约，而且一周就两天对外开放，还是只有半天。这次约好了，带着儿子参观了，挺好的，好多飞机，还有讲解。儿子很开心。
6691766,776804452,5,4,4,4,15-11-13,怎么都不会忘记我们2008年在北京航空航天大学做外语服务志愿者时的那段时光。11天的时间，我们收获了友谊，增长了见识和阅历，提起这段时间，我们都很感慨。后来作为德语教师，我再次来到了北京航空航天大学，这里的发展比几年前更好了，尤其是航空航天学院，承载着国家航空航天事业的发展与未来，这些年北航也为神舟飞船的成功贡献了卓越的贡献。
6691766,9392194,5,4,4,4,15-11-09,位置在学院桥西南角。
6691766,1498451,3,2,2,2,15-11-04  更新于11-04 10:11,北京航空航天大學校內的博物館，作用有兩個，第一是為教學科研服務，給學生們講解航空理論知識和一部分動手實踐的課程，做一些試驗。第二就是航空類文物的收藏和展示。
6691766,41049013,4,3,3,3,15-10-03,"很大的校园,就在地铁10号线和13号线,交通便利,生活也很方便,附近有家沃尔玛,旁边还有北医三院,食堂很多,各种风味不少,有自营的还有外包的.学生很多,新主楼很霸气,很大一座,里面还有个小花园.校园里面还有酒店,绿地,池塘,图书馆,超市,住宅区,经常有很多教职工饭点去食堂打饭,吃的很便宜,几乎都不用做饭.还有很多花样可以选择."
6691766,820335248,5,4,4,4,15-09-28,再次踏进北航的校门，还是那么的亲切。还是那么的有朝气。来到这里让我又有重回校园的想法
6691766,33986812,5,4,4,4,15-08-12,校园面积大，地理位置好，环境不错！
6691766,102309632,3,2,2,2,15-08-07,全室内，展品摆得满满当当，也不能体验，只有两段视频可以看
6691766,8052917,4,3,3,3,15-03-18,展品丰富 但很多在户外 担心会不会年久失修
6691766,42693591,5,0,0,0,15-03-16,就快要步入这所高校了，希望北航越来越好吧！也希望自己早日毕业！
6691766,7297305,3,0,0,0,15-03-13,个人观点，好像略逊于北邮，也许是行业的缘故。
6691766,2893310,4,4,3,2,15-03-07,只有周二和周六上午才开门迎客也是醉了 而且必须网上预约哟 解说也要提前预约的 这么高冷的博物馆也是头一个 估计是怕泄露*** 来看看飞机火箭也长了不少见识
6691766,49528092,4,0,0,0,15-02-05,校园比较大，有水
6691766,7898988,5,4,4,4,15-02-02,《走进博物馆》航空航天博物馆
6691766,112362775,5,4,4,4,15-01-16,超级棒！场馆很大！资料非常全！
6691766,1048283,5,0,0,0,15-01-12,就是有点小，机型也比较老，很适合小孩子来认识飞机飞船的初期扫盲科普知识教育。另周二周六对外免费开放，需提前网上预约，每天限300名。
6691766,3474153,4,0,0,0,14-12-20,经常组织培训的地方  各种高大上各种土豪    新主楼那个双子楼太气派了吧  就是进去有点绕的样子 容易迷路  培训中心会议厅也多  各种格调都有   以前去过自习室也很不错   航空事业的摇篮  适合男孩子就读
6691766,40695320,5,0,0,0,14-10-11,北航读的研究生，主楼特别气派，东门的主楼周围有两条路到了秋天会很好看
6691766,4944836,5,0,0,0,14-09-23,很喜欢，哈哈，是不是有点女汉纸的节奏，看到这么多的飞机大炮，震撼啦，离家很近，还回去
6691766,7207417,5,0,0,0,14-09-05,我们每周都会去羽毛球馆打两次球，场地非常难定啊，还要早起去排队，一人只能定4个小时，场地是塑胶的，就是稍微有一点点热
6691766,27795723,5,0,0,0,14-08-29,航空航天概论现场课
6691766,4390596,5,0,0,0,14-07-22,来这考过几次试！
6691766,1947755,3,0,0,0,14-07-16,我在北航上班呢，很喜欢北航的校园环境，校园中间有个公园--绿园，现在这是荷花田田的时节，很美的哟，食堂的饭菜味道也不错，喜欢清真食堂的西红柿牛腩
6691766,5057539,4,0,0,0,12-01-23  更新于07-15 21:13,喜欢这个校园，很大很漂亮，喜欢绿园，还有那个小湖，冬天有好多小朋友在上面滑冰，喜欢食堂，比我们的味道好多了，不过再好也是人家的，呵呵。
6691766,7454786,5,0,0,0,14-07-13,比较适合小朋友和懂行的专业人士参观，普通人士可以进行弥补一下对航空航天的基本认识，不错的选择
6691766,57554673,5,0,0,0,14-07-12,博物馆非常非常大。很久以前去的了，先是展览馆里面有很多战斗机飞机，尤其是一架彭德怀和朱总理他们坐的飞机～ 露天的博物馆里面有很多的大炮之类的。现在不知道还有没有了当时还能爬上去玩哈哈～
6691766,37725495,4,0,0,0,14-07-04,很高大上的一个学校有木有，校园真的很大，里面有个湖，也有点荷塘月色的感觉
6691766,8633400,4,0,0,0,14-06-30,我大一的时候去的北航的这个航空航天博物馆，那是2007年，要不是有照片，都快没印象了。
6691766,2556624,4,0,0,0,14-06-20,211和985双料重点高校，其工科综合实力名列全国高校前列，当然，从学校名称就可以看出，其在航天科技领域在全国高校中首屈一指了。
6691766,14325836,4,0,0,0,12-11-24  更新于06-08 00:54,在学校里面的一个博物馆，最近刚翻新开张，主要展览一些飞机的古董。其实飞机数量也不多，大部分都是5-60年代的飞机，表面破旧的已不成样子。还有一些历史上比较少见的珍品，如黑寡妇等。当然了，最近也增加了一些歼八之类的比较新的飞机。
6691766,2290512,5,0,0,0,14-05-13  更新于06-07 22:19,挺好的，见到许多个第一，也有很多的镇馆之宝，新馆才建成没多久，一共有三层，不过我们周六去的时候三楼没开，已经很不错了还有免费的北航学生志愿讲解的，让我们听着更明白，周日是闭馆的，对于北航的学生来说是很幸福的，北京高校很多但是北航作为理工院校还是独树一帜的，我也看过顺义的，这里虽然没有顺义的展馆大，但是也是知识丰富信息量大的，各有特色吧
6691766,59182698,5,0,0,0,14-06-05,不管怎么说北航缺乏人文关怀也好 思想认识水平和一流大学有差距也好
6691766,3918704,5,0,0,0,14-06-05,对母校还是有无限的眷恋的，就是博士时间好长，要读8年，果断放弃了啊，母校，就是让你又爱又恨的那个地方。。。。
6691766,6373489,4,0,0,0,14-06-03,在这里读的本科，各种酸甜苦辣都经历过了。毕业之后偶尔回想起大学的时光，感觉千言万语浓缩成一句话——教务真艹蛋。
6691766,4050600,3,0,0,0,14-06-03,以前朋友在这里上的大学我来找她玩过。个人感觉还是很漂亮的。很大，食堂的饭也很好吃
6691766,50970262,4,0,0,0,14-03-18,这个大学是工业和信息化部直属的综合性全国重点大学， 是中国顶级研究型大学
6691766,47012151,4,0,0,0,14-01-08,北航在海淀大学区中应该是除了清华北大以外占地最大、环境最好的学校了，进来以后给人的感觉很不错。
6691766,3859207,4,0,0,0,13-12-20  更新于12-20 17:49,1952年，全国高校院系调整，由此孕育出八所高校的航空专业合并组建成新的“北航”。
6691766,45267668,5,0,0,0,13-11-17,北京航空航天大学在全国来说都是比较好的一所大学，也是我曾经梦想的地方
6691766,25565987,5,0,0,0,13-11-05,很大，然后朋友一直跟我说主楼是回行的怎样怎样的，我一看也就还好，还是我黑工程的门面比较霸气。
6691766,36246416,4,0,0,0,13-11-02,据说是原航空航天部隶属大学，里面有飞机排放在学校的东南角。运动场上人很多，打破了高科技书呆子的印象。学校非常大，步行的话需要走很久才能穿过校园。这里最突出的就是墙面上总有厚厚的海报，大概都是针对学生的各种广告，比如正装什么的，一看就不靠谱，但无处不在。学校的人特别多，走到哪儿都是人。第一食堂的味道不错。
6691766,42950370,4,0,0,0,13-10-25,校园很大，绿化做得也很好，最喜欢里面卖的包子了，便宜好吃。宿舍阿姨尽心尽力，能够一眼发现外人，汗。
6691766,45166215,4,0,0,0,13-10-22,位于北航校内，是去年校庆新建的，以前曾经有个老馆，是露天的，当时那些大飞机都风吹日晒的。现在馆里建的很气派，而且免费参观，非常好。
6691766,2518391,4,0,0,0,13-10-18,北京的高校学府真的好好哦，每次去北京都要去逛我所谓的大学城。这次来了北航，学校两个门，原来的大门已经挪到新大楼那边，东北门那边现在变的好幽静，学校的整体的建筑风格我都好喜欢。最让我惊喜的就是航天博物馆居然在北航校园里面，学生可以随意进出，外校的人要网上预约才能进，我事先不知道，错过了，下次一定要去参观一次，要不然对不起这么热爱飞机的我
6691766,7061785,4,0,0,0,13-10-08,住在北航南门没事就去逛逛~追一下大学时光···哎 篮球场可以混进去玩  网球和羽毛球露天场地校外人一小时25  游泳的话 校外人30 去过一起太冷了 = =当时室外30度 水温估计也就18度 绝对不夸张·····
6691766,45166215,5,0,0,0,13-10-07,母校。。。突然搜到这个好蛋疼的感觉，不知道要点评什么，也不知道点评了究竟能给别人带来什么帮助
6691766,3098556,4,0,0,0,13-09-21,作为在附近上班的非校友，深深感到学校的优越性：外来人员如想使用游泳馆等场地都要比较高的租金...北部的公园还不错，适合饭后快步走走，锻炼一下
6691766,25083304,4,0,0,0,13-07-30,是航空航天方面最牛的大学，在学院路上，校园比较大，里面的环境也很不错
6691766,26296395,5,0,0,0,13-06-15,修了好多年了，当年修的时候总想进去看，总被各种大爷轰出来，不过现在建好了又没时间看了……哎
6691766,4889041,4,0,0,0,13-04-21,从上大学的时候，就知道北航，理工的BBS上总是充满着各种北航跟理工的对比啊
6691766,6273171,5,0,0,0,13-04-18,老公的母校，也是动不动就从学校跑过来了
6691766,24244223,5,0,0,0,13-03-05,感觉不错，从北医三院体检完出来就顺便到了这里，游览了一番
6691766,773245,3,0,0,0,12-11-28,一所很有名的大学，校园里环境不错，地方宽敞，师资力量也好，是培养航天人才的摇篮，历史悠久，学校的声誉一直很好，时所不错的大学。
6691766,8455015,4,0,0,0,12-11-23,还是很久以前去那里了，很久没去了，可能很多新的项目都建起来了吧，反正当时很多都是在建，所以感觉校园很大很空，现在应该充实起来了
6691766,4347237,4,0,0,0,12-11-21,今年校庆前夕开馆的，以后可能会对外开放~~里面环境不错，面积比较大，飞机有真机和模型，有镇馆之宝“黑寡妇”，还有“北京一号”~也有航空之类的宇航服等~
6691766,4347237,4,0,0,0,12-11-05,学校的校园比较大，在北京学校里面估计能排前三名，位于校园中心位置的绿园环境优雅安静，有荷塘野鸭，是看书后放松的好去处。学校还新建了音乐厅、航空馆、校史馆加上国内最大的教学楼新主楼，北航的硬件首屈一指。校园气氛轻松，学校对学生日常管理并不严厉，学生自由空间比较大。学科方面，航空学科自不言说，文科专业也日益壮大。
6691766,14899521,4,0,0,0,12-10-27,因为在公司的边上，所以中午会去大学的食堂去吃饭，别说还真便宜啊，让我想起了大学时光。吃完饭会在校园里走走，现在的大学都有钱了，新主楼很气派，也有音乐厅、航空博物馆、荷花池等等，环境还是不错的。
6691766,3918704,5,0,0,0,12-10-23,各类型的战斗机，镇馆之宝是“黑寡妇”，还有歼七，歼八，北京一号，有整机也有单独的发动机或者机翼，多数是真机，少部分是模型，校庆期间免费对在校学生和校友开放。
6691766,28650997,5,0,0,0,12-10-16,据说母校就是一个你整天痛骂都可以但是别人不许骂的地方= =、、
6691766,4484552,4,0,0,0,12-09-29,来北京航空航天大学是因为参加活动，当时北航的社团举办了一个节日舞会的活动，不是很会跳舞的我也去凑热闹了，去了之后发现一般。
6691766,21904243,4,0,0,0,12-08-31,没有觉得北航小，反倒感觉挺大的，设施也都很好，楼很新。
6691766,6594567,4,0,0,0,12-06-27,西土城站下车不远就是，很漂亮哦，教学楼很大气，尤其是东门进去那个。在北京算是比较大的学校了，从面积上来说。最近修建的也不错，有时候电影什么的 也在里面拍，整体不错哦
6691766,9387255,4,0,0,0,12-06-02,来这儿逛纯属意外
6691766,2247106,4,0,0,0,12-05-22,【环境】每次都是东南门进出，环境很好，道路宽阔，绿树成荫。新主楼前的广场很气派。
6691766,2157322,3,0,0,0,12-05-01  更新于05-01 19:05,来北航要么就是办事，要么就是纯路过，这几年航空航天事业发展，北航得到了大力扶植
6691766,4676475,4,0,0,0,12-04-02,为了考研复试来到北航
6691766,2058069,5,0,0,0,12-04-01,对于北航很熟悉了，已经在这里来来往往四年了，新教学楼自习环境不错，平时休息时候还能去球场踢踢球。现在球场翻修了，节假日要查学生证才能进去。
6691766,2516298,4,0,0,0,12-03-30,很不错的一个学校，就在我们学校的斜对面，地理位置还是不错的，北边是北四环，东边是学院路，地铁十号线就在学校的南边，而且离知春路站和西土城站都特别近，真的是方便极了
6691766,1872665,4,0,0,0,12-03-25,走过路过时候来过一次，印象最深的就是那栋当时刚刚建好的亚洲最大的单体教学楼啦哈哈。
6691766,495589,4,0,0,0,12-03-13,原来对这所大学不是很听说，后来到北京住在这边才知道的，还有个同学这里读书，还不错的，校园也可以的，还吃过饭，还不错
6691766,3976084,4,0,0,0,12-02-19,国内一流的学校，教学质量和硬件配套都很好。校园在四环边上，不是很大，景色不错，有一个MINI的小湖很多人在周围玩。
6691766,2352525,4,0,0,0,12-02-18,北航是我们学校斜对门，偶时候经常跑到北航去玩。觉得北航是个体育运动气氛非常浓的学校，基本上所有的活动区都是满的，排球、篮球、足球、羽毛球、网球、。。。怎么会这么好动啊？
6691766,3075903,5,0,0,0,11-12-05,地铁10号线西土城下车，还有很多车都到的。
6691766,4537194,1,0,0,0,11-11-04  更新于11-04 02:04,表面工作做的很好，人文气息一般，人文关怀尽无！
6691766,5574392,5,0,0,0,11-09-11,很好的高等学府，专业性很强，就业率很高，学习氛围非常好，学术气息非常浓郁。计算机和航空类专业非常容易就业，可以到北京很多研究所工作，前景很好
6691766,5340204,5,0,0,0,11-09-07,好！！！太好了！！！！
6691766,2606159,4,0,0,0,11-09-03,在2009年4月份去的北航，有同学在读研，刚好去北京汤姆森路透笔试，结果被鄙视了，卷子都发错了，不过北航的建筑确实很大气，尤其是一圈四方形的大楼
6691766,11537532,4,0,0,0,11-08-14,学校树林阴翳，非常适合读书的样子。教学楼也很气派，行走在小路上的学生们也都匆匆而过，或者奔向教室，或者去校外会好友、打零工，洋溢着青春气息，很有朝气。
6691766,1589605,4,0,0,0,11-08-10,现在航空馆在装修，以前好多飞机都是露天放着，现在新装修好后，飞机都可以在馆内停放了。新的航空馆分地上3层，地下一层，比以前要宽敞很多，而且设施也很齐全，装修也不错，所以期待航空馆对外开放
6691766,2029211,4,0,0,0,11-07-04  更新于07-04 15:05,北航机库
6691766,8622301,3,0,0,0,11-06-23,校园环境很好，而且很大。现在又有一个新的教学楼，盖的很气派，一个很醒目的标志
6691766,6726595,5,0,0,0,11-06-18,在学校呆了3年呢，学校教学区和生活区分开，自行车是不能进教学区的。
6691766,5661611,4,0,0,0,11-05-17,帅哥辈出的一个大学，好啦我承认我跑题了，我目的不纯，不过这是事实，这里的男生都超级有形的。
6691766,1694892,3,0,0,0,11-04-13,北京航空馆主要是为北京航空航天大学教学用途，地方太小；没有大飞机，无人讲解，我和孩子看完室内的展览去外面停机坪看到战斗机、轰炸机、歼击机、侦察机、直升机。民用机等。时间不长我们就出来去附近的中国电信博物馆了，无法与中国航空博物馆的内容相比。
6691766,1589605,4,0,0,0,11-04-12,北航面积很大，环境也不错
6691766,106508,4,0,0,0,11-04-11,有空时候我就去北航里面遛弯，学校不大，随便走走就转遍了。
6691766,5403246,4,0,0,0,11-04-07,北航还真是大！学校风景也不错！还有好多新教学楼，很气派！找对地方了能看见飞机模型，很酷哦！北航的专业实力就不用多说了！
6691766,6400184,5,0,0,0,11-03-24,北航不愧为航空院校啊，就是气派。
6691766,2455202,4,0,0,0,11-03-10,北航的面积挺大的，以前常去踢球，那时北航还没有现在这么规整。去北航除了踢球，以前还看过飞机，北航里以前有几架小型飞机。有的还属于世界上仅存的几架飞机，但是总觉得那时风吹日晒的保护的不够好。后来不知道这几架飞机是不是还在北航，前些日子办事儿路过北航，感觉校园比以前漂亮多了，规划的也挺不错的。新的场馆看着挺大气，印象里应该是奥运场馆，北大和理工大学也有类似的场馆，现在也对外开放。北航里的食堂不错，和北航的学生朋友一起去过，就是人多了些。
6691766,5980540,4,0,0,0,11-01-25,北航真是卧虎藏龙之地啊。总觉得研究高科技的让人仰望！北航随便俩老太太讨论的很有可能就是量子力学哈哈。北航校内还有雕刻时光呢。洋气！网球馆生意不错，学校设施不错，活动休闲的地方很多，当然吃食也很好拉！～羡慕
6691766,7198377,5,0,0,0,11-01-09,被纪念馆学院路鼎鼎大名的八大学院之一，现在好像这个学校的关注度很高，呵呵，进去之后，北航的大门虽然不怎么样，但是里面的建筑很有气势，尤其是那个唯实大厦，进去之后还能看见飞机，呵呵，学校的环境很是不错
6691766,1811527,3,0,0,0,11-01-07,大三那年有一批人搬出去了，有一小撮儿搬到了北航，呵呵，去过几次，这学校的学生男女比例严重失调，听过一个笑话，他们收拾宿舍哪天中午去食堂打饭，结果进去一看全是男生，他们赶紧出来了，还以为是男生专用食堂了。
6691766,4168066,4,0,0,0,10-12-25,有同学在这  来过好多次  校园不算小 树很多很高大  很有学术气氛   
6691766,7426879,5,0,0,0,10-12-17,学校环境不错，进去之后还能看到飞机！，虽然没有飞起来，也不知道能不能飞起来，但是看一看还是很好玩的。学校人很多，人均面积不大
6691766,4572319,5,0,0,0,10-12-10,校园整洁优美，比较规则，东面教学楼都是通着的，方便学生们的通行，图书馆远看很壮观，东南角的新主楼面积非同一般，据说是亚洲最大的教学科研楼。学校食堂的饭菜也是很不错的。
6691766,6772559,4,0,0,0,10-11-09,去过北航几次，面积挺大的，环境还不错吧，有一部分建筑比较破旧，而新修的楼整体还不错。北航就是有钱，看北四环旁边的大厦就知道了。
6691766,6937846,4,0,0,0,10-11-06,老去混的地方，去的最多的应该是他们的篮球场吧，哈哈，大学时候比较爱跟哥们们去篮球场玩，但是通常都是看客啦。学校整体感觉挺好的，当年的饭菜当然不如北科大的好吃。
6691766,2426647,4,0,0,0,10-10-30,恩，北航，，校园面积很大，就是我去的那天没什么人，感觉有些空旷，不过 北航建设的给人感觉没有多少人文气息，，，缺少古典建筑，，可能我是学文的吧，，，，
6691766,5599057,3,0,0,0,10-10-29,校园有些小 想找个散步的地方 只能围着荷花池转。
6691766,3407992,4,0,0,0,10-09-28,一年前毕业了……
6691766,3624944,3,0,0,0,10-09-28,每天上班都能路过北航，有的时候可以见到传说中的，坚持了10年声讨北航的那位大叔，很佩服他的毅力。另外一个注意北航上因为他的游泳馆，据说10块钱一次，标准池，但是没有去过，不知道真假阿。
6691766,2922724,3,0,0,0,10-08-31,北航去过很多次，现在也住在附近，每天坐车都能听到公交车报站那熟悉的声音，北京航空航天大学到了，呵呵
6691766,5671455,5,0,0,0,10-08-29,学校里的楼都很新很大啊，还有一些废旧的飞机，看起来很开眼，张眼界了！
6691766,5591522,4,0,0,0,10-08-25,这个学校很不错啊，记得我们上高中的时候很多同学就梦想着能上这所学校，后来张大了，来到了北京，亲眼到这所学校里看了看，环境真的很不错，没机会上这个学校，看看也就很知足了呵呵
6691766,5352718,4,0,0,0,10-08-21,在北航上过学、所以对北航还是很有感情的~
6691766,3114474,4,0,0,0,10-08-21,"在这里考过试,很大的校园.走了好久才走到考场."
6691766,2496660,4,0,0,0,10-08-20,当年一起的同学考进了北航，那时我去学校找他玩过，后来我还记得，我开车去，不让进，非让停外边。
6691766,179659,4,0,0,0,10-07-26,目前暂时停业，因为场管要整修。飞机们只好露天堆放了，看着风吹日晒雨淋的，觉得保管是一个基本态度啊！只有爱惜，这些飞机才有生命力的！
6691766,179659,4,0,0,0,10-07-24,"这所院校工科很强的,据说有的省份的考生非常看重这所寄托着航空航天强国梦的校园。校园还是有些风格和特色的，那个称作校园之肺的绿园很值得大家瞧一瞧，看一看的。我们居住于斯，自然得天独厚，经常在绿园打羽毛球，作运动。孩子们经常在方场圆场跑跳，在绿草坡上作游戏，对成年人严令不得踩踏的芳草禁地对小孩们倒是个例外。北航各个门岗保安严密，校园总体治安环境不错。是个工作学习居住的好地方。"
6691766,1731460,3,0,0,0,10-06-18,经常路过!@
6691766,2889158,4,0,0,0,10-05-08,今天GG他们要去那里踢球，去了一次，才发现离我们学校这么近……感觉学校还是很大的啊，不过足球场的草坪，呃，有点烂啊嘿嘿～
6691766,5635756,4,0,0,0,10-04-20,离中关村不远，周边有个沃尔玛
6691766,3362369,3,0,0,0,10-04-17,里面很多牛人吧，呵呵，还有我的铁哥们也在这里，学校的教学楼据说很牛，都是小教室吧，在这里还是有很多专心做学问的人，而且这里的计算机专业也是我曾经向往的。呵呵，没办法，毕业要去部队...
6691766,5161800,4,0,0,0,10-04-17,大学嘛，都差不多，这个大学蛮大的，离中关村不远，但是周边没有什么特别值得逛的，哦，有个沃尔玛，还算值得逛逛吧，食堂还行啦，没清华的好~
6691766,1656806,4,0,0,0,10-04-12,记得前些年这个校园挺破旧的，可是自打神州冲天以后就变化的越来越高档了，大楼一个接一个的盖起来了！而且越来越气派了！不可同日而语了！
6691766,5551742,4,0,0,0,10-04-11,"北航，母校，十几岁高中毕业就来这里了，毕业工作也是在附近，考研也是在附近，读研也是在校内，爱绿园，住宿环境比以前好多了,对食堂也算满意。2003年非典时期在学校里静心学习参加集体活动也挺开心的。但是学业眼下。。。怎么办呢。北航不缺人文的感觉，这里文艺演出多，艺术馆画展多，附近生活服务也不错，但是理工科。。。项目。。。。事情就靠做吧"
